n,PSRJ,RAJ,DECJ,P0,P1
,,(hms),(dms),(s),
1485,J1840-0643,18:40:08.9,-06:43:36.0,0.035578,9.54E-20
1486,J1840-0753,18:40:47.6,-07:53:32,0.437869,1E-16
1487,J1840-0809,18:40:33.3,-08:09:03.3,0.955672,2.35E-15
1488,J1840-0815,18:40:13.7,-08:15:10.6,1.09644,2.42E-15
1489,J1840-0840,18:40:51.9,-08:40:29,5.309377,2.37E-14
1490,J1840-1122,18:40:24.0,-11:22:10.7,0.940962,6.41E-15
1491,J1840-1207,18:40:53.7,-12:07:32.6,0.75447,3.2E-15
1492,J1840-1419,18:40:33.0,-14:19:06.5,6.597563,6.35E-15
1493,J1840+5640,18:40:44.5,+56:40:54.8,1.652862,1.49E-15
1494,J1841+0130,18:41:17.7,+01:30:16.9,0.029773,8.17E-18
1495,J1841-0157,18:41:56.2,-01:57:54.6,0.663321,1.81E-14
1496,J1841-0310,18:41:25.8,-03:10:21,1.657656,3.35E-16
1497,J1841-0345,18:41:38.6,-03:48:42.6,0.204068,5.79E-14
1498,J1841-0425,18:41:05.6,-04:25:19.5,0.186149,6.39E-15
1499,J1841-0456,18:41:19.3,-04:56:11.1,11.788978,4.09E-11
1500,J1841-0500,18:41:18.1,-05:00:19.5,0.912914,3.48E-14
1501,J1841-0524,18:41:49.3,-05:24:29.5,0.445749,2.34E-13
1502,J1841+0912,18:41:55.9,+09:12:07,0.381319,1.09E-15
1503,J1841-1404,18:41:34.3,-14:04:19,1.334557,6.41E-16
1504,J1841-7845,18:41:25.9,-78:45:15,0.353603,1.6E-16
1505,J1842-0153,18:42:57.8,-01:53:26.7,1.054228,6.72E-15
1506,J1842+0257,18:42:30.9,+02:57:58.8,3.088256,2.96E-14
1507,J1842-0309,18:42:19.0,-03:09:46,0.40492,4.52E-15
1508,J1842+0358,18:42:17.0,+03:58:35.3,0.233326,8.11E-16
1509,J1842-0359,18:42:26.4,-04:00:00,1.839944,5.09E-16
1510,J1842-0415,18:42:11.2,-04:15:38.2,0.526682,2.19E-14
1511,J1842-0612,18:42:43.0,-06:12:36,0.564475,2.2E-17
1512,J1842+0638,18:42:10.0,+06:38:15.0,0.313016,7.6E-17
1513,J1842-0800,18:42:54.9,-08:00:53.5,1.255469,1.94E-16
1514,J1842-0905,18:42:22.1,-09:05:30.0,0.344646,1.05E-14
1515,J1842+1332,18:42:29.9,+13:32:01.5,0.471604,2.29E-16
1516,J1843-0000,18:43:27.9,-00:00:40.9,0.88033,7.79E-15
1517,J1843-0050,18:43:36.7,-00:50:10,0.782598,2.49E-16
1518,J1843-0137,18:43:12.6,-01:37:46.3,0.669872,2.47E-15
1519,J1843-0211,18:43:30.3,-02:11:02.8,2.027524,1.44E-14
1520,J1843-0355,18:43:06.6,-03:55:56.6,0.132314,1.04E-15
1521,J1843-0408,18:43:43.4,-04:08:04,0.781934,2.39E-15
1522,J1843-0459,18:43:27.6,-04:59:30.4,0.754963,8.54E-16
1523,J1843-0510,18:43:09.7,-05:10:04.5,0.671614,3.89E-15
1524,J1843-0702,18:43:22.4,-07:02:54.6,0.191615,2.14E-15
1525,J1843-0744,18:43:05.4,-07:44:30.1,0.475393,1.33E-14
1526,J1843-0806,18:43:28.7,-08:06:44.9,0.536414,1.74E-14
1527,J1843-1507,18:43:33.6,-15:07:03.0,0.58355,7.2E-15
1528,J1843+2024,18:43:26.1,+20:24:54.6,3.406539,1.04E-15
1529,J1844-0030,18:44:41.0,-00:30:25.8,0.641098,6.08E-15
1530,J1844-0244,18:44:44.9,-02:44:41,0.507722,1.67E-14
1531,J1844-0302,18:44:06.9,-03:02:11.2,1.19863,7.81E-15
1532,J1844-0310,18:44:45.4,-03:10:37.1,0.525049,1.02E-14
1533,J1844-0346,18:44:32.8,-03:46:30.6,0.112855,1.55E-13
1534,J1844-0433,18:44:33.4,-04:33:12,0.991027,3.91E-15
1535,J1844-0452,18:44:01.5,-04:52:20.9,0.269443,6.8E-16
1536,J1844-0502,18:44:33.9,-05:02:00.5,0.335163,6.18E-17
1537,J1844-0538,18:44:05.1,-05:38:34.1,0.255704,9.71E-15
1538,J1844+1454,18:44:54.8,+14:54:14.1,0.375463,1.87E-15
1539,J1845-0316,18:45:52.9,-03:16:05,0.207636,8.86E-15
1540,J1845-0434,18:45:34.7,-04:34:30,0.486751,1.13E-14
1541,J1845-0545,18:45:38.4,-05:45:18.2,1.092348,1.34E-14
1542,J1845+0623,18:45:08.5,+06:23:57.6,1.421654,5.46E-16
1543,J1845-0635,18:45:07.4,-06:35:23.4,0.340528,4.49E-15
1544,J1845-0743,18:45:57.1,-07:43:38.5,0.104695,3.67E-16
1545,J1845-0826,18:45:05.6,-08:26:39.7,0.634354,9.35E-15
1546,J1845-1114,18:45:45.7,-11:14:11.0,0.20622,2.01E-15
1547,J1845-1351,18:45:11.5,-13:51:54.5,2.618918,9.72E-15
1548,J1846+0051,18:46:43.8,+00:51:39.0,0.434373,1.12E-14
1549,J1846-0257,18:46:15.4,-02:57:36.0,4.476723,1.61E-13
1550,J1846-0258,18:46:24.9,-02:58:30.1,0.326571,7.11E-12
1551,J1846-0749,18:46:19.7,-07:49:21.4,0.35011,1.26E-15
1552,J1846-07492,18:46:07.9,-07:49:13.2,0.86138,5.19E-15
1553,J1846+0919,18:46:26.0,+09:19:46,0.225551,9.93E-15
1554,J1846-7403,18:46:13.7,-74:03:04,4.878839,6.06E-15
1555,J1847-0130,18:47:35.2,-01:30:46,6.707046,1.27E-12
1556,J1847-0402,18:47:22.8,-04:02:14.4,0.597809,5.17E-14
1557,J1847-0427,18:47:18.8,-04:27:59,0.259247,5.9E-18
1558,J1847-0438,18:47:37.9,-04:38:15.3,0.957991,1.09E-14
1559,J1847-0443,18:47:51.8,-04:43:36.2,0.340832,2.83E-17
1560,J1847-0605,18:47:21.0,-06:05:14.1,0.778164,4.65E-15
1561,J1848-0023,18:48:37.8,-00:23:17,0.537624,1.61E-15
1562,J1848-0055,18:48:45.5,-00:55:53,0.274557,1.35E-15
1563,J1848-0123,18:48:23.5,-01:23:58.3,0.659432,5.25E-15
1564,J1848+0351,18:48:42.2,+03:51:35.7,0.191443,6.73E-17
1565,J1848-0511,18:48:15.0,-05:11:38,1.637129,8.86E-15
1566,J1848-0601,18:48:20.3,-06:01:07.7,0.225004,2.87E-16
1567,J1848+0604,18:48:54.6,+06:04:46.8,2.218603,3.74E-15
1568,J1848+0647,18:48:56.0,+06:47:31.7,0.505957,8.75E-15
1569,J1848+0826,18:48:43.7,+08:26:35.9,0.328665,2.72E-16
1570,J1848-1150,18:48:11.8,-11:50:09.2,1.312218,1.43E-15
1571,J1848-1243,18:48:18.0,-12:43:30,0.414383,4.41E-16
1572,J1848-1414,18:48:39.1,-14:14:17,0.29777,1.41E-17
1573,J1848+1516,18:48:56.1,+15:16:44.1,2.23377,1.68E-15
1574,J1848-1952,18:48:18.0,-19:52:31,4.30819,2.33E-14
1575,J1849-0001,18:49:01.6,-00:01:17.4,0.038523,1.42E-14
1576,J1849-0040,18:49:10.2,-00:40:20,0.672481,1.11E-14
1577,J1849+0127,18:49:44.1,+01:27:23,0.542155,2.8E-14
1578,J1849-0317,18:49:57.8,-03:17:31,0.668408,2.2E-14
1579,J1849+0409,18:49:03.4,+04:09:42.3,0.761194,2.16E-14
1580,J1849-0614,18:49:45.1,-06:14:31.5,0.953384,5.39E-14
1581,J1849-0636,18:49:06.4,-06:37:07,1.451319,4.62E-14
1582,J1849+2423,18:49:34.6,+24:23:45.9,0.275641,1.53E-16
1583,J1849+2559,18:49:47.5,+25:59:57.6,0.519263,1.8E-16
1584,J1850-0006,18:50:47.9,-00:06:26.1,2.191498,4.32E-15
1585,J1850-0026,18:50:14.7,-00:26:11.6,0.166634,3.91E-14
1586,J1850+0026,18:50:45.1,+00:26:25.6,1.081844,3.59E-16
1587,J1850-0031,18:50:33.3,-00:31:09,0.734185,1.26E-15
1588,J1850+0423,18:50:23.4,+04:23:09.2,0.290716,9.14E-17
1589,J1850+1335,18:50:35.4,+13:35:58,0.345582,1.49E-15
1590,J1851-0029,18:51:55.0,-00:29:58.1,0.518721,4.74E-15
1591,J1851-0053,18:51:03.1,-00:53:07.3,1.409065,8.74E-16
1592,J1851-0114,18:51:16.4,-01:14:13.4,0.953182,2.48E-15
1593,J1851+0118,18:51:52.1,+01:18:59,0.906977,1.37E-13
1594,J1851+0233,18:51:09.1,+02:33:46.4,0.344018,2.18E-15
1595,J1851-0241,18:51:15.2,-02:41:31,0.435194,7.96E-15
1596,J1851+0418,18:51:03.2,+04:18:12,0.284697,1.09E-15
1597,J1851+1259,18:51:13.2,+12:59:35,1.205303,1.15E-14
1598,J1852+0008,18:52:42.7,+00:08:09.6,0.467894,5.68E-15
1599,J1852+0013,18:52:41.7,+00:13:57.1,0.957751,1.4E-14
1600,J1852+0031,18:52:27.4,+00:32:02,2.180195,9.7E-14
1601,J1852+0040,18:52:38.5,+00:40:19.8,0.104913,8.68E-18
1602,J1852-0118,18:52:17.1,-01:18:14.8,0.451473,1.76E-15
1603,J1852-0127,18:52:03.6,-01:27:23.4,0.428979,5.15E-15
1604,J1852+0305,18:52:32.6,+03:05:05,1.326149,1.02E-16
1605,J1852-0635,18:52:57.4,-06:36:01.8,0.524157,1.46E-14
1606,J1852-2610,18:52:59.4,-26:10:13,0.336337,8.77E-17
1607,J1853-0004,18:53:23.0,-00:04:33.4,0.101437,5.57E-15
1608,J1853+0011,18:53:29.9,+00:11:30.6,0.397889,3.35E-14
1609,J1853+0056,18:53:32.6,+00:56:59,0.275578,2.14E-14
1610,J1853+0505,18:53:04.3,+05:05:26.1,0.905137,1.28E-15
1611,J1853+0545,18:53:58.4,+05:45:55.2,0.1264,6.12E-16
1612,J1853-0649,18:53:25.4,-06:49:25.9,1.048132,1.55E-15
1613,J1853+0853,18:53:22.0,+08:53:17,3.914658,5.13E-15
1614,J1854+0306,18:54:02.9,+03:06:14,4.55782,1.45E-13
1615,J1854+0317,18:54:29.0,+03:17:31,1.36645,1.85E-15
1616,J1854+0319,18:54:00.1,+03:19:12.8,0.628541,5.51E-17
1617,J1854+1050,18:54:29.3,+10:46:42,0.573197,6.39E-16
1618,J1854-1421,18:54:44.2,-14:21:26,1.146595,4.16E-15
1619,J1854-1557,18:54:53.6,-15:57:47,3.453121,4.52E-15
1620,J1855+0205,18:55:42.0,+02:05:36.4,0.246817,6.47E-17
1621,J1855+0306,18:55:38.2,+03:06:22,1.633565,6.97E-15
1622,J1855+0307,18:55:26.6,+03:07:20.2,0.845348,1.81E-14
1623,J1855+0422,18:55:41.3,+04:22:47,1.678106,9.29E-16
1624,J1855+0527,18:55:15.0,+05:27:40.7,1.393484,2.67E-13
1625,J1855+0700,18:55:17.7,+07:00:37.1,0.258685,7.52E-16
1626,J1855-0941,18:55:15.6,-09:41:02,0.345401,2.4E-16
1627,J1856+0102,18:56:28.5,+01:02:10.6,0.620217,1.22E-15
1628,J1856+0113,18:56:10.6,+01:13:21,0.26744,2.08E-13
1629,J1856+0245,18:56:50.9,+02:45:47,0.080907,6.21E-14
1630,J1856+0404,18:56:26.6,+04:04:26,0.420252,3.71E-17
1631,J1856-0526,18:56:21.9,-05:26:56.8,0.370483,1.7E-15
1632,J1856-3754,18:56:35.4,-37:54:35.8,7.055203,2.98E-14
1633,J1857+0057,18:57:00.8,+00:57:17,0.356929,5.46E-17
1634,J1857+0143,18:57:33.0,+01:43:47.0,0.13976,3.12E-14
1635,J1857+0210,18:57:40.9,+02:10:58,0.630983,1.4E-14
1636,J1857+0212,18:57:43.6,+02:12:41,0.415823,4.03E-14
1637,J1857+0300,18:57:16.9,+03:00:26.0,0.772678,2.65E-15
1638,J1857+0526,18:57:15.8,+05:26:28.7,0.349951,6.93E-15
1639,J1857+0809,18:57:09.3,+08:09:04.3,0.502924,4.74E-15
1640,J1857-1027,18:57:26.4,-10:27:01,3.687219,1.05E-14
1641,J1858+0215,18:58:17.4,+02:15:38,0.745828,4.61E-15
1642,J1858+0241,18:58:53.8,+02:41:38,4.693233,2.43E-14
1643,J1858+0319,18:58:40.8,+03:19:21.5,0.867444,1.03E-16
1644,J1858+0346,18:58:22.3,+03:46:37.8,0.256844,2.04E-15
1645,J1858-0736,18:58:44.3,-07:37,0.551059,5.06E-15
1646,J1859+0601,18:59:45.7,+06:01:46.1,1.044313,2.55E-14
1647,J1859+0603,18:59:42.1,+06:03:54.5,0.508561,1.59E-15
1648,J1859+1526,18:59:44.3,+15:26:11.0,0.933972,3.93E-15
1649,J1859+7654,18:59:36.0,+76:54:56,1.393729,5.05E-17
1650,J1900-0051,19:00:46.6,-00:51:08.4,0.385194,1.42E-16
1651,J1900-0134,19:00:26.0,-01:34:38,1.832331,3.04E-14
1652,J1900+0227,19:00:38.6,+02:27:32.0,0.374262,5.71E-15
1653,J1900+0438,19:00:13.3,+04:38:46.8,0.312314,3.23E-15
1654,J1900+0634,19:00:28.0,+06:34:20.9,0.389869,5.13E-15
1655,J1900-0933,19:00:31.1,-09:33:48.1,1.423889,2.26E-16
1656,J1900-2600,19:00:47.5,-26:00:43.8,0.612209,2.05E-16
1657,J1900-7951,19:00:24.4,-79:51:48.2,1.279193,1.86E-15
1658,J1901+0124,19:01:52.5,+01:24:49.3,0.318817,3.24E-15
1659,J1901+0156,19:01:34.2,+01:56:38,0.288219,2.36E-15
1660,J1901+0234,19:01:26.9,+02:34:51.4,0.88524,2.3E-14
1661,J1901+0254,19:01:15.6,+02:54:41,1.299693,4.56E-16
1662,J1901-0312,19:01:15.6,-03:12:29.5,0.355725,2.29E-15
1663,J1901-0315,19:01:16.3,-03:15:14.3,0.801693,2.57E-15
1664,J1901+0320,19:01:03.0,+03:20:18,0.636584,5.23E-16
1665,J1901+0331,19:01:31.7,+03:31:05.9,0.65545,7.46E-15
1666,J1901+0355,19:01:30.8,+03:55:58.9,0.554756,1.27E-14
1667,J1901+0413,19:01:10.3,+04:13:51,2.66308,1.32E-13
1668,J1901+0435,19:01:32.2,+04:35:23,0.690576,8.67E-15
1669,J1901+0459,19:01:17.4,+04:59:06.8,0.877044,1.57E-14
1670,J1901+0510,19:01:57.8,+05:10:34,0.614757,3.11E-14
1671,J1901+0511,19:01:42.9,+05:11:00.2,4.600369,2.53E-14
1672,J1901+0621,19:01:05.9,+06:21:19,0.832002,1.8E-17
1673,J1901+0716,19:01:38.9,+07:16:35,0.643999,2.29E-15
1674,J1901-0906,19:01:53.0,-09:06:11.1,1.781928,1.64E-15
1675,J1901+1306,19:01:48.7,+13:06:48.3,1.830857,1.31E-16
1676,J1901-1740,19:01:18.0,-17:40:00,1.956858,8.23E-16
1677,J1902+0248,19:02:50.2,+02:48:56,1.223777,2.41E-15
1678,J1902-0340,19:02:50.7,-03:40:18,1.524672,2E-15
1679,J1902+0556,19:02:42.6,+05:56:26,0.746577,1.29E-14
1680,J1902+0615,19:02:50.2,+06:16:33.4,0.673503,7.71E-15
1681,J1902+0723,19:02:13.5,+07:23:51,0.487813,2.1E-16
1682,J1902-1036,19:02:42.3,-10:36:13.0,0.786814,7.54E-15
1683,J1903+0135,19:03:29.9,+01:35:38.5,0.729307,4.03E-15
1684,J1903-0258,19:03:30.3,-02:58:15.6,0.301459,6.79E-16
1685,J1903+0601,19:03:20.8,+06:01:34.0,0.374117,1.92E-14
1686,J1903-0632,19:03:37.9,-06:32:22,0.431887,3.4E-15
1687,J1903+0654,19:03:55.2,+06:54:39.4,0.791232,1.06E-14
1688,J1903-0848,19:03:11.2,-08:48:57.4,0.887325,1.33E-15
1689,J1903+0925,19:03:55.1,+09:25:55,0.357155,3.69E-14
1690,J1903+2225,19:03:52.9,+22:25:12.3,0.651185,4.45E-16
1691,J1904+0004,19:04:12.7,+00:04:05.2,0.139525,1.18E-16
1692,J1904-0150,19:04:55.5,-01:50:32.5,0.379387,8.9E-16
1693,J1904+0412,19:04:31.3,+04:12:05.9,0.071095,1.1E-19
1694,J1904+0738,19:04:07.5,+07:38:51.6,0.208958,4.11E-16
1695,J1904+0800,19:04:03.5,+08:00:52.6,0.263345,1.73E-14
1696,J1904+1011,19:04:02.4,+10:11:34.6,1.85657,2.76E-16
1697,J1904-1224,19:04:33.2,-12:24:01,0.750808,7.42E-16
1698,J1904-1629,19:04:51.3,-16:29:19,1.541412,3.19E-15
1699,J1905-0056,19:05:27.7,-00:56:40.8,0.643183,3.06E-15
1700,J1905+0600,19:05:04.3,+06:00:59.9,0.44121,1.11E-15
1701,J1905+0616,19:05:06.8,+06:16:16.7,0.989706,1.35E-13
1702,J1905+0709,19:05:53.6,+07:09:19,0.64804,4.94E-15
1703,J1905+0902,19:05:19.5,+09:02:32.4,0.218253,3.5E-15
1704,J1906+0414,19:06:57.7,+04:14:29.4,1.043362,1.15E-14
1705,J1906+0509,19:06:56.4,+05:09:35.6,0.39759,5.22E-15
1706,J1906+0641,19:06:35.2,+06:41:03,0.267275,2.14E-15
1707,J1906+0649,19:06:11.9,+06:49:48.1,1.286564,1.52E-16
1708,J1906+0722,19:06:31.2,+07:22:55.8,0.111524,3.59E-14
1709,J1906+0746,19:06:48.8,+07:46:25.9,0.144073,2.03E-14
1710,J1906+0912,19:06:28.4,+09:12:56.6,0.775345,1.32E-16
1711,J1906+1854,19:06:44.7,+18:54:08.5,1.019093,2.05E-16
1712,J1907+0249,19:07:42.0,+02:49:41,0.351879,1.14E-15
1713,J1907+0255,19:07:17.9,+02:55:02.7,0.618761,2.23E-16
1714,J1907+0345,19:07:14.5,+03:45:10.6,0.240153,8.22E-15
1715,J1907+0534,19:07:23.3,+05:34:53,1.138403,3.15E-15
1716,J1907+0602,19:07:54.7,+06:02:16.9,0.106633,8.68E-14
1717,J1907+0631,19:07:03.8,+06:31:18.9,0.323648,4.52E-13
1718,J1907+0731,19:07:54.7,+07:31:21.9,0.363676,1.84E-14
1719,J1907+0740,19:07:44.1,+07:40:22.6,0.574698,6.71E-16
1720,J1907+0859,19:07:01.9,+08:59:43.8,1.527042,5.54E-15
1721,J1907+0918,19:07:22.4,+09:18:30.7,0.226107,9.43E-14
1722,J1907+0919,19:07:14.3,+09:19:20.1,5.198346,9.2E-11
1723,J1907+1149,19:07:37.7,+11:49:37.1,1.42016,1.6E-13
1724,J1907+1247,19:07:10.7,+12:47:35.9,0.827097,1.95E-15
1725,J1907-1532,19:07:06.7,-15:32:14.9,0.632235,3.08E-15
1726,J1907+4002,19:07:34.6,+40:02:05.7,1.235757,5.41E-16
1727,J1908+0457,19:08:16.1,+04:57:41,0.846793,9.8E-16
1728,J1908+0500,19:08:05.1,+05:00:54.4,0.291021,2.59E-15
1729,J1908+0734,19:08:17.0,+07:34:14.3,0.212353,8.25E-16
1730,J1908+0833,19:08:20.9,+08:33:31.5,0.512111,1.99E-15
1731,J1908+0839,19:08:18.5,+08:39:59.2,0.185397,2.39E-15
1732,J1908+0909,19:08:07.4,+09:09:12.4,0.336555,3.49E-14
1733,J1908+0916,19:08:58.7,+09:16:14,0.83027,9.8E-17
1734,J1908+2351,19:08:31.9,+23:51:41.9,0.377578,1.7E-17
1735,J1909+0007,19:09:35.2,+00:07:58,1.016948,5.52E-15
1736,J1909+0254,19:09:38.3,+02:54:51,0.989831,5.53E-15
1737,J1909+0616,19:09:51.2,+06:16:51.8,0.755993,2.06E-14
1738,J1909+0641,19:09:29.0,+06:41:25.8,0.741762,3.22E-15
1739,J1909+0749,19:09:08.2,+07:49:32,0.237161,1.52E-13
1740,J1909+0912,19:09:19.9,+09:12:53.7,0.222949,3.58E-14
1741,J1909+1102,19:09:48.6,+11:02:03.3,0.283641,2.64E-15
1742,J1909+1148,19:09:31.3,+11:48:59.8,0.448945,7.25E-17
1743,J1909+1450,19:09:26.9,+14:50:58,0.996108,2.19E-16
1744,J1909+1859,19:09:18.6,+18:59:10.7,0.542451,9.7E-17
1745,J1910-0112,19:10:15.7,-01:12:06,1.360603,1.78E-16
1746,J1910+0225,19:10:10.3,+02:25:23.6,0.337855,2.62E-16
1747,J1910-0309,19:10:29.6,-03:09:53.8,0.504606,2.19E-15
1748,J1910+0358,19:10:09.0,+03:58:28,2.330263,4.47E-15
1749,J1910+0517,19:10:37.9,+5:17:56.1,0.308048,7.3E-16
1750,J1910+0534,19:10:26.5,+05:34:09,0.452867,1.92E-15
1751,J1910+0714,19:10:18.5,+07:14:11.8,2.712423,6.12E-15
1752,J1910+0728,19:10:22.0,+07:28:37.0,0.325415,8.31E-15
1753,J1910+1231,19:10:13.5,+12:31:40,1.441742,8.23E-15
1754,J1911+1758,19:11:55.3,+17:58:45.7,0.460406,1.31E-17
1755,J1912+1036,19:12:46.3,+10:36:41.6,0.409349,1.58E-14
1756,J1912+2104,19:12:43.3,+21:04:33.9,2.232969,1.02E-14
1757,J1912+2525,19:12:18.6,+25:25:02.1,0.621976,2.25E-16
1758,J1913-0440,19:13:54.1,-04:40:47.6,0.825936,4.07E-15
1759,J1913+0446,19:13:50.8,+04:46:06,1.61613,2.79E-13
1760,J1913+0657,19:13:32.9,+06:57:24.3,1.257181,2.83E-15
1761,J1913+0832,19:13:00.5,+08:32:05.1,0.134409,4.57E-15
1762,J1913+0904,19:13:21.0,+09:04:45.4,0.163246,1.76E-14
1763,J1913+0936,19:13:52.7,+09:36:41.8,1.241965,4.32E-16
1764,J1913+1000,19:13:03.5,+10:00:02.4,0.837148,1.67E-14
1765,J1913+1011,19:13:20.3,+10:11:22.9,0.035909,3.37E-15
1766,J1913+1050,19:13:35.3,+10:50:26.6,0.190067,1.95E-16
1767,J1913+1102,19:13:29.0,+11:02:05.7,0.027285,1.61E-19
1768,J1913+1145,19:13:43.8,+11:45:33.1,0.306069,5.02E-15
1769,J1913+1330,19:13:17.9,+13:30:32.7,0.923391,8.68E-15
1770,J1913+1400,19:13:24.3,+14:00:52.5,0.521473,8.04E-16
1771,J1913+3732,19:13:27.8,+37:32:12.3,0.851079,1.38E-15
1772,J1914+0219,19:14:23.7,+02:19:47.8,0.457527,1.02E-15
1773,J1914+0631,19:14:17.2,+06:31:56.3,0.693811,3.32E-17
1774,J1914+0659,19:14:17.6,+07:01:11.0,0.018512,3.1E-20
1775,J1914+1122,19:14:10.1,+11:22:03.7,0.600997,6.56E-16
1776,J1915+0227,19:15:02.1,+02:27:47.7,0.317306,2.99E-16
1777,J1915+0738,19:15:24.8,+07:38:31.4,1.542704,3.31E-15
1778,J1915+0752,19:15:01.9,+07:52:09.2,2.058314,1.39E-16
1779,J1915+0838,19:15:13.8,+08:38:59.7,0.342777,1.57E-15
1780,J1915+1009,19:15:29.9,+10:09:43.3,0.404552,1.53E-14
1781,J1915+1410,19:15:35.4,+14:10:51.5,0.297494,4.89E-17
1782,J1915+1606,19:15:27.9,+16:06:27.3,0.05903,8.62E-18
1783,J1915+1647,19:15:19.1,+16:47:08,1.616231,4.05E-16
1784,J1916+0748,19:16:51.5,+07:48:00,0.541752,1.07E-14
1785,J1916+0844,19:16:19.0,+08:44:07.0,0.439995,2.9E-15
1786,J1916+0852,19:16:24.6,+08:52:36,2.182746,1.31E-14
1787,J1916+0951,19:16:32.3,+09:51:26,0.270254,2.52E-15
1788,J1916+1023,19:16:36.9,+10:23:03,1.618339,6.81E-16
1789,J1916+1030,19:16:11.7,+10:30:53.4,0.62897,3.4E-17
1790,J1916+1225,19:16:20.0,+12:25:53.9,0.227387,2.35E-14
1791,J1916+1312,19:16:58.6,+13:12:50,0.281842,3.65E-15
1792,J1916-2939,19:16:32.7,-29:39:27.8,1.248617,1.24E-15
1793,J1917+0834,19:17:48.8,+08:34:54.6,2.129665,1.75E-14
1794,J1917+1353,19:17:39.7,+13:53:57.0,0.194631,7.2E-15
1795,J1917+1737,19:17:23.9,+17:37:31.6,0.334725,3.24E-16
1796,J1917+2224,19:17:44.2,+22:22:49,0.425897,2.86E-15
1797,J1918-1052,19:18:48.2,-10:52:46.3,0.798693,8.65E-16
1798,J1918+1444,19:18:23.6,+14:45:06,1.181023,2.12E-13
1799,J1918+1541,19:18:07.7,+15:41:15.2,0.370883,2.54E-15
1800,J1919+0021,19:19:50.6,+00:21:39.7,1.27226,7.67E-15
1801,J1919+0134,19:19:43.6,+01:34:56.5,1.603984,5.89E-16
1802,J1919+1314,19:19:32.9,+13:14:37.3,0.5714,3.79E-15
1803,J1919+1645,19:19:09.2,+16:45:22.7,0.56279,2.16E-16
1804,J1919+1745,19:19:43.3,+17:45:03.7,2.081343,1.71E-15
1805,J1920-0950,19:20:55.9,-09:50:01.0,1.037824,3.93E-16
1806,J1920+1040,19:20:55.3,+10:40:31,2.215802,6.48E-15
1807,J1920+1110,19:20:13.3,+11:10:59,0.509886,1.56E-16
1808,J1920+2650,19:20:38.3,+26:50:38,0.785522,3.44E-17
1809,J1921+0812,19:21:47.7,+08:12:51.8,0.210648,5.36E-15
1810,J1921+1419,19:21:24.1,+14:19:17,0.618183,5.6E-15
1811,J1921+1544,19:21:46.4,+15:44:17.4,0.143576,9.8E-16
1812,J1921+1948,19:21:03.7,+19:48:45,0.821035,8.96E-16
1813,J1921+2003,19:21:51.5,+20:03:20.8,0.760681,5E-17
1814,J1921+2153,19:21:44.8,+21:53:02.2,1.337302,1.35E-15
1815,J1922+1131,19:22:50.2,+11:31:58.5,0.562074,2.57E-17
1816,J1922+1733,19:22:53.2,+17:33:23.4,0.236171,1.34E-14
1817,J1922+2018,19:22:08.0,+20:17:57,1.172763,6.49E-16
1818,J1922+2110,19:22:53.5,+21:10:42,1.077924,8.18E-15
1819,J1923+1706,19:23:07.8,+17:06:09.4,0.547209,4.3E-17
1820,J1923+4243,19:23:15.2,+42:43:19,0.595193,2.53E-15
1821,J1924+1631,19:24:54.8,+16:31:48.8,2.935186,3.64E-13
1822,J1924+1639,19:24:03.1,+16:39:40.7,0.158043,2.56E-15
1823,J1924+2040,19:24:40,+20:40:03,0.23779,2.09E-15
1824,J1925+1720,19:25:27.0,+17:20:27.3,0.075659,1.05E-14
1825,J1926+0431,19:26:24.4,+04:31:32,1.074078,2.46E-15
1826,J1926-0652,19:26:37.1,-06:52:43.0,1.608816,4.3E-16
1827,J1926+0737,19:26:33.7,+07:37:07.2,0.318062,3.75E-16
1828,J1926-1314,19:26:53.8,-13:14:03.8,4.864284,3.64E-14
1829,J1926+1434,19:26:57.2,+14:34:55,1.324922,2.19E-16
1830,J1926+1648,19:26:45.3,+16:48:33,0.579823,1.8E-14
1831,J1926+1928,19:26:22.8,+19:28:11.7,1.346012,1.43E-15
1832,J1926+2016,19:26:18.0,+20:16:01.1,0.299072,3.5E-15
1833,J1927+0911,19:27:25.6,+09:11:05.7,0.290305,6.35E-17
1834,J1927+1852,19:27:10.4,+18:52:08.5,0.482766,1.16E-16
1835,J1927+1856,19:27:24.9,+18:56:36.8,0.298313,2.24E-15
1836,J1927+2234,19:27:08.0,+22:34:57.3,1.431066,7.71E-16
1837,J1928+1443,19:28:06.7,+14:43:11.3,1.010739,2.1E-16
1838,J1928+1746,19:28:42.5,+17:46:29.6,0.06873,1.32E-14
1839,J1928+1923,19:28:05.1,+19:23:31.3,0.81733,6.35E-15
1840,J1929+1357,19:29:10.6,+13:57:35.9,0.866927,3.66E-15
1841,J1929+1844,19:29:16.7,+18:44:59.5,1.22047,2.36E-15
1842,J1929+1955,19:29:17.5,+19:55:07.9,0.257832,2.56E-15
1843,J1929+2121,19:29:04.2,+21:21:22.6,0.723599,2.14E-15
1844,J1929+3817,19:29:07.0,+38:17:57.5,0.814215,6.1E-16
1845,J1930+1316,19:30:00.9,+13:16:11.1,0.760032,3.66E-15
1846,J1930-1852,19:30:29.7,-18:51:46.2,0.18552,1.8E-17
1847,J1930+1852,19:30:30.1,+18:52:14.1,0.136855,7.51E-13
1848,J1931+1439,19:31:40.4,+14:39:38.7,1.779226,6.33E-15
